SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
 1256  250.997   0.076  -0.076   0.046  -0.023   0.911  -0.673   0.254  -0.219  -0.623   0.186  -0.122  -0.285  -0.719  -0.147  -0.150  -0.552
 1257  251.197  -0.200  -0.097   0.050   0.022   0.812  -0.770   0.285  -0.492  -0.484   0.151  -0.150  -0.305  -0.773  -0.138  -0.100  -0.271
 1258  251.397  -0.421  -0.118   0.053   0.095   0.667  -0.834   0.305  -0.725  -0.320   0.103  -0.175  -0.312  -0.766  -0.123  -0.035   0.032
 1259  251.597  -0.302  -0.138   0.058   0.192   0.493  -0.863   0.315  -0.872  -0.146   0.050  -0.196  -0.305  -0.699  -0.106   0.036   0.336
 1260  251.797   0.131  -0.154   0.063   0.305   0.313  -0.856   0.313  -0.898   0.037  -0.012  -0.212  -0.283  -0.578  -0.082   0.110   0.605
 1261  251.997   0.544  -0.168   0.072   0.429   0.131  -0.816   0.298  -0.909   0.198  -0.075  -0.224  -0.245  -0.414  -0.058   0.190   0.823
 1262  252.197   0.609  -0.178   0.083   0.551  -0.037  -0.745   0.269  -0.842   0.356  -0.144  -0.229  -0.192  -0.218  -0.026   0.268   0.980
 1263  252.397   0.356  -0.182   0.097   0.663  -0.190  -0.650   0.227  -0.765   0.477  -0.210  -0.227  -0.123  -0.007   0.007   0.343   1.052
 1264  252.597   0.140  -0.181   0.112   0.756  -0.331  -0.536   0.173  -0.705   0.568  -0.268  -0.219  -0.042   0.203   0.040   0.407   1.049
 1265  252.797   0.156  -0.174   0.128   0.816  -0.448  -0.412   0.109  -0.586   0.622  -0.319  -0.204   0.049   0.391   0.077   0.453   0.944
 1266  252.997   0.269  -0.161   0.143   0.840  -0.541  -0.285   0.039  -0.463   0.633  -0.351  -0.182   0.144   0.546   0.108   0.473   0.774
 1267  253.197   0.431  -0.142   0.156   0.819  -0.603  -0.161  -0.035  -0.312   0.619  -0.371  -0.154   0.237   0.653   0.141   0.470   0.533
 1268  253.397   0.734  -0.117   0.165   0.751  -0.628  -0.046  -0.109  -0.122   0.577  -0.372  -0.120   0.326   0.703   0.171   0.440   0.253
 1269  253.597   0.996  -0.086   0.171   0.638  -0.619   0.057  -0.180   0.044   0.513  -0.355  -0.081   0.404   0.696   0.194   0.393  -0.035
 1270  253.797   0.869  -0.050   0.172   0.482  -0.576   0.143  -0.243   0.214   0.433  -0.315  -0.038   0.467   0.630   0.213   0.313  -0.331
 1271  253.997   0.414  -0.011   0.167   0.292  -0.494   0.215  -0.295   0.411   0.358  -0.262   0.006   0.509   0.514   0.224   0.211  -0.582
 1272  254.197  -0.004   0.030   0.153   0.075  -0.373   0.272  -0.335   0.602   0.284  -0.197   0.052   0.527   0.356   0.229   0.090  -0.790
 1273  254.397  -0.159   0.071   0.132  -0.155  -0.224   0.313  -0.359   0.744   0.204  -0.121   0.097   0.519   0.168   0.221  -0.038  -0.939
 1274  254.597  -0.107   0.111   0.104  -0.389  -0.048   0.343  -0.369   0.881   0.152  -0.050   0.139   0.488  -0.035   0.212  -0.157  -1.016
 1275  254.797   0.014   0.147   0.070  -0.615   0.141   0.364  -0.366   0.946   0.103   0.017   0.177   0.437  -0.239   0.191  -0.256  -1.020
 1276  254.997   0.130   0.179   0.033  -0.819   0.349   0.379  -0.351   1.037   0.077   0.073   0.210   0.369  -0.429   0.167  -0.340  -0.946
 1277  255.197   0.265   0.206  -0.007  -0.993   0.584   0.394  -0.327   1.175   0.075   0.118   0.238   0.287  -0.587   0.138  -0.410  -0.792
 1278  255.397   0.379   0.226  -0.047  -1.128   0.840   0.410  -0.298   1.283   0.081   0.148   0.259   0.196  -0.706   0.107  -0.453  -0.594
 1279  255.597   0.300   0.239  -0.086  -1.216   1.098   0.430  -0.263   1.289   0.101   0.174   0.274   0.102  -0.773   0.071  -0.472  -0.335
 1280  255.797  -0.001   0.244  -0.121  -1.252   1.337   0.458  -0.225   1.197   0.140   0.188   0.281   0.009  -0.781   0.038  -0.461  -0.041
 1281  255.997  -0.367   0.243  -0.152  -1.239   1.543   0.495  -0.186   1.030   0.185   0.197   0.283  -0.077  -0.730   0.008  -0.435   0.256
 1282  256.197  -0.820   0.234  -0.178  -1.175   1.707   0.540  -0.145   0.816   0.224   0.205   0.278  -0.158  -0.620  -0.023  -0.405   0.549
 1283  256.397  -1.457   0.220  -0.200  -1.068   1.820   0.590  -0.103   0.569   0.251   0.208   0.268  -0.232  -0.461  -0.051  -0.367   0.795
 1284  256.597  -2.028   0.199  -0.217  -0.921   1.876   0.642  -0.062   0.277   0.261   0.207   0.252  -0.295  -0.261  -0.079  -0.318   0.999
 1285  256.797  -2.192   0.175  -0.227  -0.748   1.866   0.692  -0.021  -0.047   0.248   0.203   0.232  -0.347  -0.037  -0.103  -0.257   1.120
 1286  256.997  -2.043   0.146  -0.229  -0.557   1.786   0.732   0.017  -0.404   0.200   0.193   0.206  -0.383   0.196  -0.127  -0.181   1.166
 1287  257.197  -1.929   0.114  -0.225  -0.357   1.649   0.757   0.053  -0.681   0.126   0.181   0.177  -0.405   0.423  -0.147  -0.111   1.131
 1288  257.397  -1.936   0.081  -0.214  -0.159   1.464   0.761   0.086  -0.925   0.020   0.164   0.144  -0.414   0.625  -0.164  -0.043   1.010
 1289  257.597  -1.851   0.047  -0.197   0.028   1.243   0.742   0.115  -1.109  -0.099   0.146   0.108  -0.411   0.791  -0.178   0.016   0.834
 1290  257.797  -1.423   0.013  -0.176   0.196   0.981   0.692   0.141  -1.307  -0.246   0.131   0.070  -0.396   0.909  -0.190   0.073   0.588
 1291  257.997  -0.694  -0.019  -0.150   0.338   0.690   0.613   0.165  -1.455  -0.395   0.117   0.031  -0.372   0.970  -0.197   0.120   0.306
 1292  258.197  -0.051  -0.050  -0.120   0.451   0.382   0.505   0.186  -1.542  -0.544   0.104  -0.009  -0.341   0.972  -0.199   0.156   0.007
 1293  258.397   0.315  -0.077  -0.089   0.533   0.068   0.370   0.203  -1.571  -0.675   0.087  -0.047  -0.304   0.914  -0.194   0.185  -0.290
 1294  258.597   0.686  -0.102  -0.057   0.586  -0.246   0.211   0.217  -1.569  -0.790   0.071  -0.085  -0.263   0.804  -0.188   0.207  -0.549
 1295  258.797   1.103  -0.123  -0.025   0.611  -0.557   0.037   0.228  -1.553  -0.873   0.056  -0.120  -0.218   0.649  -0.175   0.221  -0.773
 1296  258.997   1.135  -0.141   0.006   0.615  -0.865  -0.146   0.237  -1.540  -0.916   0.041  -0.152  -0.173   0.463  -0.158   0.230  -0.929
 1297  259.197   0.878  -0.156   0.034   0.602  -1.168  -0.330   0.244  -1.515  -0.918   0.034  -0.179  -0.128   0.261  -0.138   0.220  -1.013
 1298  259.397   1.009  -0.167   0.058   0.579  -1.459  -0.505   0.249  -1.456  -0.876   0.029  -0.203  -0.088   0.057  -0.118   0.200  -1.021
 1299  259.597   1.513  -0.176   0.076   0.549  -1.726  -0.664   0.253  -1.334  -0.794   0.019  -0.222  -0.054  -0.138  -0.093   0.173  -0.975
 1300  259.797   1.767  -0.181   0.089   0.519  -1.967  -0.800   0.254  -1.205  -0.682   0.004  -0.236  -0.024  -0.309  -0.071   0.150  -0.856
 1301  259.997   1.787  -0.184   0.096   0.492  -2.171  -0.906   0.250  -1.019  -0.530  -0.019  -0.245   0.003  -0.447  -0.045   0.132  -0.686
 1302  260.197   1.957  -0.184   0.098   0.472  -2.341  -0.978   0.240  -0.850  -0.360  -0.050  -0.249   0.029  -0.541  -0.021   0.131  -0.473
 1303  260.397   1.998  -0.180   0.099   0.460  -2.475  -1.012   0.221  -0.673  -0.171  -0.095  -0.248   0.059  -0.589   0.007   0.151  -0.240
 1304  260.598   1.626  -0.174   0.097   0.456  -2.572  -1.009   0.193  -0.485   0.016  -0.139  -0.241   0.093  -0.590   0.033   0.172  -0.005
 1305  260.798   1.271  -0.163   0.093   0.456  -2.614  -0.967   0.156  -0.212   0.211  -0.186  -0.228   0.131  -0.547   0.064   0.189   0.217
 1306  260.998   1.160  -0.149   0.089   0.459  -2.606  -0.892   0.111   0.041   0.375  -0.226  -0.210   0.172  -0.467   0.091   0.206   0.401
 1307  261.198   0.870  -0.132   0.084   0.458  -2.547  -0.788   0.059   0.294   0.523  -0.260  -0.186   0.217  -0.359   0.120   0.223   0.538
 1308  261.398   0.339  -0.110   0.081   0.450  -2.449  -0.659   0.003   0.491   0.643  -0.283  -0.157   0.264  -0.234   0.147   0.237   0.626
 1309  261.598  -0.066  -0.085   0.079   0.429  -2.309  -0.514  -0.056   0.702   0.726  -0.293  -0.122   0.312  -0.105   0.173   0.238   0.643
 1310  261.798  -0.410  -0.057   0.077   0.391  -2.118  -0.360  -0.113   0.952   0.769  -0.285  -0.083   0.354   0.017   0.192   0.212   0.608
 1311  261.998  -0.824  -0.027   0.074   0.334  -1.878  -0.208  -0.166   1.203   0.762  -0.262  -0.043   0.387   0.117   0.204   0.165   0.504
 1312  262.198  -0.916   0.004   0.070   0.254  -1.579  -0.063  -0.211   1.495   0.721  -0.227  -0.001   0.408   0.187   0.210   0.101   0.350
 1313  262.398  -0.529   0.035   0.065   0.154  -1.237   0.066  -0.247   1.710   0.645  -0.181   0.041   0.414   0.220   0.208   0.033   0.164
 1314  262.598  -0.211   0.066   0.060   0.034  -0.864   0.174  -0.272   1.864   0.540  -0.126   0.080   0.406   0.212   0.197  -0.039  -0.040
 1315  262.798  -0.228   0.095   0.054  -0.102  -0.464   0.256  -0.286   2.000   0.410  -0.069   0.116   0.385   0.162   0.179  -0.109  -0.253
 1316  262.998  -0.238   0.121   0.047  -0.246  -0.035   0.311  -0.288   2.145   0.276  -0.008   0.147   0.346   0.074   0.153  -0.192  -0.436
 1317  263.198  -0.122   0.144   0.037  -0.394   0.421   0.339  -0.279   2.281   0.142   0.044   0.171   0.293  -0.045   0.124  -0.268  -0.595
 1318  263.398  -0.056   0.162   0.026  -0.538   0.889   0.343  -0.260   2.339   0.019   0.092   0.189   0.227  -0.184   0.089  -0.330  -0.698
 1319  263.598  -0.017   0.174   0.014  -0.667   1.340   0.327  -0.234   2.253  -0.081   0.133   0.200   0.153  -0.331   0.054  -0.368  -0.734
 1320  263.798  -0.023   0.180   0.002  -0.774   1.756   0.296  -0.199   2.083  -0.151   0.172   0.204   0.074  -0.471   0.019  -0.396  -0.698
 1321  263.998  -0.348   0.181  -0.010  -0.851   2.120   0.259  -0.160   1.820  -0.185   0.198   0.201  -0.006  -0.586  -0.014  -0.401  -0.578
 1322  264.198  -0.943   0.175  -0.023  -0.891   2.430   0.221  -0.114   1.546  -0.191   0.227   0.192  -0.089  -0.667  -0.045  -0.415  -0.401
 1323  264.398  -1.361   0.162  -0.036  -0.889   2.675   0.188  -0.066   1.227  -0.165   0.240   0.177  -0.171  -0.699  -0.074  -0.407  -0.163
 1324  264.598  -1.428   0.145  -0.049  -0.844   2.845   0.164  -0.018   0.848  -0.122   0.240   0.157  -0.247  -0.681  -0.099  -0.378   0.092
 1325  264.798  -1.250   0.122  -0.060  -0.760   2.928   0.150   0.025   0.414  -0.070   0.219   0.134  -0.309  -0.611  -0.118  -0.314   0.347
 1326  264.998  -0.885   0.096  -0.068  -0.638   2.919   0.147   0.062  -0.045  -0.013   0.181   0.107  -0.354  -0.491  -0.133  -0.223   0.600
 1327  265.198  -0.576   0.067  -0.072  -0.485   2.836   0.157   0.088  -0.411   0.047   0.130   0.080  -0.379  -0.328  -0.139  -0.124   0.815
 1328  265.398  -0.696   0.038  -0.072  -0.311   2.694   0.177   0.102  -0.713   0.101   0.073   0.052  -0.383  -0.133  -0.137  -0.022   0.977
 1329  265.598  -1.089   0.009  -0.069  -0.122   2.498   0.204   0.108  -0.979   0.137   0.027   0.025  -0.370   0.085  -0.133   0.064   1.090
 1330  265.798  -1.212  -0.017  -0.062   0.067   2.263   0.238   0.104  -1.177   0.168  -0.016   0.002  -0.341   0.309  -0.119   0.143   1.121
 1331  265.998  -1.031  -0.041  -0.050   0.249   1.986   0.270   0.097  -1.381   0.163  -0.037  -0.020  -0.301   0.526  -0.107   0.201   1.082
 1332  266.198  -0.874  -0.062  -0.034   0.411   1.673   0.296   0.086  -1.565   0.127  -0.052  -0.038  -0.251   0.715  -0.093   0.252   0.945
 1333  266.398  -0.672  -0.078  -0.016   0.544   1.339   0.311   0.075  -1.671   0.073  -0.055  -0.054  -0.196   0.863  -0.077   0.276   0.743
 1334  266.598  -0.195  -0.091   0.004   0.640   0.999   0.306   0.065  -1.703  -0.021  -0.050  -0.067  -0.139   0.955  -0.064   0.282   0.461
 1335  266.798   0.313  -0.099   0.024   0.696   0.667   0.278   0.058  -1.656  -0.142  -0.035  -0.077  -0.087   0.982  -0.053   0.263   0.134
 1336  266.998   0.562  -0.104   0.042   0.709   0.360   0.225   0.056  -1.539  -0.263  -0.013  -0.086  -0.043   0.941  -0.043   0.221  -0.204
 1337  267.198   0.705  -0.105   0.058   0.681   0.075   0.147   0.059  -1.424  -0.392   0.016  -0.093  -0.009   0.833  -0.036   0.169  -0.541
 1338  267.398   0.918  -0.103   0.070   0.617  -0.193   0.046   0.068  -1.340  -0.504   0.045  -0.099   0.014   0.664  -0.029   0.116  -0.843
 1339  267.598   1.114  -0.099   0.078   0.524  -0.449  -0.072   0.081  -1.277  -0.592   0.066  -0.104   0.029   0.450  -0.026   0.071  -1.074
 1340  267.798   1.263  -0.094   0.081   0.411  -0.684  -0.203   0.098  -1.174  -0.655   0.083  -0.109   0.032   0.201  -0.024   0.018  -1.241
 1341  267.998   1.469  -0.088   0.077   0.288  -0.881  -0.336   0.115  -0.988  -0.662   0.086  -0.113   0.026  -0.059  -0.018  -0.032  -1.303
 1342  268.198   1.718  -0.082   0.068   0.163  -1.037  -0.461   0.131  -0.778  -0.625   0.080  -0.115   0.012  -0.313  -0.012  -0.068  -1.270
 1343  268.398   1.932  -0.076   0.056   0.049  -1.165  -0.571   0.145  -0.642  -0.551   0.071  -0.117  -0.005  -0.541  -0.008  -0.086  -1.140
 1344  268.598   2.021  -0.071   0.044  -0.046  -1.275  -0.655   0.154  -0.550  -0.419   0.046  -0.117  -0.018  -0.723   0.000  -0.067  -0.910
 1345  268.798   1.784  -0.066   0.032  -0.118  -1.360  -0.705   0.157  -0.426  -0.249   0.014  -0.114  -0.027  -0.847   0.011  -0.042  -0.618
 1346  268.998   1.162  -0.061   0.020  -0.161  -1.420  -0.717   0.153  -0.299  -0.063  -0.021  -0.111  -0.030  -0.902   0.020  -0.015  -0.278
 1347  269.198   0.495  -0.056   0.007  -0.174  -1.448  -0.689   0.141  -0.140   0.142  -0.059  -0.104  -0.028  -0.886   0.032   0.008   0.081
 1348  269.398   0.101  -0.051  -0.005  -0.160  -1.456  -0.620   0.121  -0.041   0.345  -0.102  -0.095  -0.019  -0.801   0.047   0.049   0.423
 1349  269.598  -0.166  -0.046  -0.015  -0.124  -1.464  -0.513   0.092  -0.036   0.533  -0.144  -0.082   0.002  -0.655   0.063   0.103   0.733
 1350  269.798  -0.538  -0.039  -0.021  -0.072  -1.472  -0.374   0.055  -0.041   0.698  -0.183  -0.066   0.034  -0.459   0.082   0.161   0.981
 1351  269.998  -0.958  -0.030  -0.024  -0.011  -1.467  -0.207   0.011   0.023   0.831  -0.221  -0.045   0.076  -0.227   0.103   0.209   1.160
 1352  270.198  -1.270  -0.019  -0.026   0.049  -1.442  -0.025  -0.039   0.127   0.913  -0.252  -0.021   0.124   0.022   0.123   0.242   1.243
 1353  270.398  -1.375  -0.006  -0.025   0.101  -1.397   0.162  -0.094   0.223   0.936  -0.275   0.007   0.178   0.268   0.139   0.269   1.228
 1354  270.598  -1.193   0.011  -0.023   0.135  -1.323   0.350  -0.152   0.372   0.936  -0.290   0.039   0.235   0.495   0.159   0.283   1.135
 1355  270.798  -0.811   0.030  -0.018   0.145  -1.234   0.521  -0.209   0.443   0.858  -0.283   0.073   0.292   0.681   0.169   0.284   0.934
 1356  270.998  -0.565   0.052  -0.011   0.127  -1.126   0.670  -0.261   0.540   0.744  -0.262   0.108   0.344   0.817   0.175   0.263   0.678
 1357  271.198  -0.609   0.076  -0.004   0.077  -0.990   0.790  -0.308   0.681   0.603  -0.231   0.143   0.388   0.892   0.176   0.219   0.373
 1358  271.398  -0.709   0.101   0.000  -0.003  -0.819   0.874  -0.344   0.857   0.417  -0.182   0.176   0.417   0.898   0.165   0.145   0.031
 1359  271.598  -0.612   0.127   0.001  -0.112  -0.612   0.918  -0.369   1.033   0.222  -0.124   0.205   0.428   0.835   0.148   0.053  -0.314
 1360  271.798  -0.331   0.151  -0.002  -0.243  -0.378   0.924  -0.380   1.171   0.030  -0.055   0.230   0.419   0.710   0.124  -0.047  -0.625
 1361  271.998  -0.041   0.172  -0.009  -0.388  -0.125   0.893  -0.374   1.263  -0.157   0.030   0.248   0.387   0.532   0.092  -0.159  -0.889
 1362  272.198   0.143   0.190  -0.018  -0.540   0.134   0.827  -0.351   1.294  -0.328   0.113   0.260   0.334   0.313   0.058  -0.263  -1.095
 1363  272.398   0.235   0.202  -0.031  -0.682   0.401   0.733  -0.310   1.335  -0.470   0.204   0.263   0.258   0.074   0.015  -0.379  -1.195
 1364  272.598   0.293   0.207  -0.049  -0.806   0.674   0.618  -0.254   1.368  -0.575   0.284   0.258   0.161  -0.168  -0.026  -0.485  -1.212
 1365  272.798   0.324   0.204  -0.070  -0.900   0.941   0.488  -0.183   1.333  -0.652   0.351   0.244   0.048  -0.397  -0.070  -0.569  -1.143
 1366  272.998   0.364   0.194  -0.093  -0.957   1.185   0.353  -0.104   1.220  -0.676   0.396   0.222  -0.076  -0.594  -0.108  -0.616  -0.986
 1367  273.198   0.534   0.176  -0.115  -0.968   1.375   0.217  -0.020   0.951  -0.678   0.419   0.193  -0.198  -0.745  -0.146  -0.613  -0.757
 1368  273.398   0.645   0.151  -0.133  -0.929   1.513   0.089   0.063   0.690  -0.642   0.419   0.158  -0.314  -0.839  -0.177  -0.577  -0.469
 1369  273.598   0.229   0.119  -0.148  -0.838   1.593  -0.025   0.143   0.401  -0.567   0.396   0.117  -0.417  -0.865  -0.202  -0.515  -0.130
 1370  273.798  -0.706   0.082  -0.159  -0.696   1.618  -0.118   0.214   0.122  -0.466   0.355   0.074  -0.503  -0.819  -0.218  -0.431   0.229
 1371  273.998  -1.488   0.041  -0.164  -0.507   1.574  -0.188   0.274  -0.219  -0.354   0.302   0.028  -0.567  -0.703  -0.230  -0.322   0.581
 1372  274.198  -1.736  -0.002  -0.162  -0.282   1.447  -0.234   0.321  -0.632  -0.229   0.233  -0.019  -0.603  -0.525  -0.231  -0.181   0.893
 1373  274.398  -1.726  -0.047  -0.151  -0.029   1.237  -0.259   0.353  -1.051  -0.124   0.162  -0.065  -0.610  -0.297  -0.229  -0.033   1.139
 1374  274.598  -1.605  -0.090  -0.133   0.237   0.968  -0.265   0.370  -1.349  -0.029   0.082  -0.108  -0.588  -0.037  -0.217   0.109   1.301
 1375  274.798  -1.157  -0.130  -0.109   0.501   0.667  -0.256   0.370  -1.501   0.042   0.002  -0.147  -0.541   0.236  -0.197   0.233   1.364
 1376  274.998  -0.515  -0.165  -0.079   0.749   0.349  -0.242   0.355  -1.589   0.073  -0.076  -0.182  -0.471   0.500  -0.172   0.350   1.317
 1377  275.198  -0.121  -0.194  -0.042   0.968   0.020  -0.226   0.326  -1.649   0.078  -0.146  -0.210  -0.380   0.735  -0.141   0.458   1.176
 1378  275.398   0.028  -0.216  -0.001   1.145  -0.313  -0.215   0.285  -1.666   0.057  -0.205  -0.231  -0.271   0.923  -0.105   0.546   0.942
 1379  275.598   0.275  -0.230   0.043   1.270  -0.630  -0.214   0.235  -1.581   0.003  -0.246  -0.245  -0.152   1.049  -0.070   0.593   0.628
 1380  275.798   0.637  -0.235   0.085   1.336  -0.915  -0.229   0.180  -1.426  -0.073  -0.276  -0.252  -0.031   1.099  -0.034   0.605   0.252
 1381  275.998   0.951  -0.232   0.124   1.339  -1.152  -0.260   0.121  -1.185  -0.157  -0.296  -0.251   0.087   1.070   0.002   0.589  -0.148
 1382  276.198   1.329  -0.221   0.158   1.279  -1.347  -0.309   0.060  -0.974  -0.244  -0.305  -0.244   0.198   0.959   0.037   0.556  -0.552
 1383  276.398   1.820  -0.203   0.185   1.161  -1.504  -0.373   0.001  -0.789  -0.317  -0.297  -0.230   0.298   0.775   0.071   0.503  -0.918
 1384  276.598   2.069  -0.178   0.205   0.997  -1.618  -0.448  -0.053  -0.567  -0.377  -0.269  -0.210   0.382   0.533   0.097   0.420  -1.212
 1385  276.798   1.882  -0.148   0.215   0.795  -1.672  -0.528  -0.099  -0.271  -0.401  -0.229  -0.185   0.444   0.248   0.124   0.309  -1.427
 1386  276.999   1.633  -0.115   0.214   0.570  -1.656  -0.608  -0.133   0.078  -0.401  -0.168  -0.157   0.477  -0.060   0.141   0.165  -1.539
 1387  277.199   1.698  -0.079   0.204   0.334  -1.577  -0.682  -0.153   0.397  -0.368  -0.103  -0.127   0.481  -0.372   0.152   0.021  -1.558
 1388  277.399   1.944  -0.044   0.185   0.101  -1.445  -0.743  -0.160   0.658  -0.304  -0.036  -0.096   0.460  -0.667   0.157  -0.108  -1.478
 1389  277.599   2.052  -0.011   0.159  -0.116  -1.264  -0.788  -0.153   0.906  -0.226   0.035  -0.065   0.413  -0.931   0.152  -0.235  -1.317
 1390  277.799   1.883   0.019   0.127  -0.306  -1.027  -0.811  -0.134   1.184  -0.115   0.097  -0.036   0.343  -1.144   0.143  -0.349  -1.066
 1391  277.999   1.383   0.045   0.091  -0.461  -0.731  -0.808  -0.105   1.483   0.015   0.143  -0.010   0.255  -1.296   0.131  -0.439  -0.760
 1392  278.199   0.610   0.066   0.054  -0.573  -0.397  -0.781  -0.068   1.670   0.134   0.185   0.012   0.154  -1.380   0.109  -0.505  -0.421
 1393  278.399  -0.111   0.079   0.019  -0.639  -0.056  -0.730  -0.027   1.705   0.259   0.207   0.029   0.051  -1.392   0.086  -0.516  -0.062
 1394  278.599  -0.535   0.087  -0.011  -0.660   0.283  -0.652   0.016   1.692   0.386   0.216   0.041  -0.050  -1.334   0.062  -0.503   0.294
 1395  278.799  -0.831   0.088  -0.036  -0.637   0.606  -0.557   0.059   1.616   0.479   0.215   0.048  -0.143  -1.211   0.035  -0.467   0.611
 1396  278.999  -1.186   0.082  -0.055  -0.574   0.912  -0.446   0.100   1.528   0.551   0.205   0.050  -0.228  -1.035   0.009  -0.422   0.881
 1397  279.199  -1.443   0.072  -0.067  -0.482   1.190  -0.325   0.137   1.391   0.607   0.181   0.048  -0.298  -0.818  -0.011  -0.353   1.087
 1398  279.399  -1.507   0.057  -0.070  -0.366   1.417  -0.199   0.166   1.134   0.628   0.147   0.042  -0.349  -0.573  -0.030  -0.255   1.224
 1399  279.599  -1.612   0.038  -0.065  -0.237   1.589  -0.074   0.187   0.863   0.629   0.107   0.033  -0.380  -0.315  -0.045  -0.152   1.292
 1400  279.799  -1.892   0.018  -0.053  -0.103   1.697   0.046   0.198   0.539   0.597   0.055   0.022  -0.387  -0.058  -0.057  -0.035   1.283
 1401  279.999  -2.164  -0.002  -0.036   0.023   1.756   0.159   0.196   0.297   0.568  -0.011   0.010  -0.371   0.185  -0.057   0.075   1.215
 1402  280.199  -2.202  -0.022  -0.014   0.137   1.748   0.260   0.179  -0.039   0.504  -0.083  -0.001  -0.332   0.403  -0.058   0.197   1.093
 1403  280.399  -1.941  -0.039   0.011   0.231   1.665   0.349   0.147  -0.416   0.445  -0.162  -0.011  -0.267   0.589  -0.048   0.326   0.929
 1404  280.599  -1.470  -0.052   0.039   0.298   1.510   0.426   0.099  -0.775   0.383  -0.239  -0.018  -0.178   0.736  -0.033   0.446   0.734
 1405  280.799  -0.987  -0.060   0.068   0.338   1.303   0.489   0.037  -1.038   0.316  -0.310  -0.020  -0.069   0.841  -0.014   0.542   0.525
 1406  280.999  -0.544  -0.061   0.093   0.344   1.078   0.543  -0.037  -1.121   0.271  -0.370  -0.017   0.049   0.903   0.016   0.594   0.311
 1407  281.199  -0.002  -0.055   0.114   0.316   0.858   0.591  -0.120  -1.104   0.241  -0.415  -0.007   0.173   0.925   0.050   0.616   0.110
 1408  281.399   0.547  -0.043   0.130   0.260   0.636   0.633  -0.206  -1.107   0.210  -0.428   0.009   0.294   0.913   0.080   0.609  -0.061
 1409  281.599   0.799  -0.024   0.142   0.176   0.407   0.672  -0.290  -1.146   0.195  -0.419   0.032   0.410   0.869   0.115   0.580  -0.218
 1410  281.799   0.778   0.001   0.148   0.069   0.197   0.711  -0.364  -1.048   0.194  -0.372   0.061   0.508   0.803   0.146   0.490  -0.334
 1411  281.999   0.712   0.032   0.143  -0.055   0.028   0.750  -0.423  -0.849   0.195  -0.297   0.095   0.578   0.718   0.171   0.349  -0.423
 1412  282.199   0.565   0.065   0.128  -0.195  -0.084   0.786  -0.463  -0.557   0.181  -0.196   0.133   0.611   0.616   0.187   0.166  -0.509
 1413  282.399   0.402   0.100   0.102  -0.340  -0.147   0.817  -0.479  -0.319   0.152  -0.082   0.171   0.607   0.502   0.188  -0.018  -0.573
 1414  282.599   0.573   0.134   0.070  -0.488  -0.190   0.837  -0.473  -0.214   0.102   0.032   0.206   0.572   0.375   0.179  -0.177  -0.632
 1415  282.799   0.941   0.166   0.033  -0.631  -0.209   0.847  -0.446  -0.095   0.048   0.133   0.239   0.509   0.242   0.161  -0.315  -0.667
 1416  282.999   0.894   0.193  -0.010  -0.763  -0.195   0.842  -0.401   0.073  -0.025   0.225   0.265   0.419   0.105   0.132  -0.451  -0.683
 1417  283.199   0.463   0.215  -0.058  -0.875  -0.139   0.819  -0.342   0.277  -0.112   0.292   0.284   0.306  -0.030   0.095  -0.563  -0.678
 1418  283.399   0.262   0.229  -0.110  -0.963  -0.052   0.782  -0.274   0.436  -0.189   0.341   0.295   0.177  -0.157   0.055  -0.645  -0.636
 1419  283.599   0.349   0.236  -0.161  -1.020   0.026   0.728  -0.201   0.393  -0.269   0.368   0.297   0.044  -0.270   0.009  -0.664  -0.562
 1420  283.799   0.310   0.235  -0.207  -1.041   0.079   0.662  -0.125   0.265  -0.331   0.380   0.289  -0.085  -0.359  -0.037  -0.645  -0.445
 1421  283.999   0.093   0.226  -0.249  -1.024   0.113   0.589  -0.051   0.168  -0.362   0.370   0.274  -0.205  -0.416  -0.077  -0.603  -0.288
 1422  284.199  -0.167   0.209  -0.285  -0.967   0.145   0.513   0.019   0.162  -0.383   0.349   0.251  -0.316  -0.439  -0.116  -0.555  -0.111
 1423  284.399  -0.511   0.186  -0.315  -0.871   0.179   0.436   0.082   0.166  -0.381   0.317   0.221  -0.413  -0.421  -0.149  -0.487   0.087
 1424  284.599  -0.790   0.157  -0.334  -0.740   0.194   0.364   0.138   0.078  -0.359   0.277   0.186  -0.491  -0.365  -0.176  -0.386   0.283
 1425  284.799  -0.827   0.122  -0.339  -0.575   0.166   0.296   0.186  -0.142  -0.342   0.241   0.145  -0.543  -0.270  -0.202  -0.263   0.472
 1426  284.999  -0.928   0.083  -0.331  -0.387   0.103   0.234   0.226  -0.315  -0.312   0.201   0.102  -0.572  -0.146  -0.217  -0.144   0.622
 1427  285.199  -1.345   0.042  -0.313  -0.180   0.025   0.175   0.259  -0.388  -0.293   0.165   0.056  -0.582   0.000  -0.231  -0.050   0.730
